1280.10000	val
1280.8242	val
1280.8825	val
1280.9859	val
1280.9855	val
1280.7429	val
1280.8713	val
1280.8324	val
1280.9884	val
1280.9710	val
1280.9887	val
1280.9831	val
1280.9712	val
1280.8827	val
1280.9740	val
1280.9725	val
1280.8625	val
1280.9881	val
1280.8056	val
1280.8312	val
1280.8539	val
1280.9811	val
1280.9482	val
1280.8588	val
1280.9697	val
1280.8626	val
1280.8748	val
1280.8675	val
1280.9739	val
1280.8424	val
1280.9746	val
1280.9798	val
1280.8747	val
1280.9874	val
1280.8494	val
1280.9487	val
1280.8571	val
1280.8572	val
1280.9715	val
1280.9749	val
1280.8542	val
1280.8004	val
1280.8441	val
1280.9705	val
1280.9711	val
1280.9768	val
1280.7424	val
1280.8467	val
1280.8829	val
1280.8066	val
1280.9707	val
1280.10020	val
1280.9426	val
1280.30265	val
1280.30180	val
1280.30446	val
1280.29991	val
1280.25015	val
1280.29712	val
1280.29754	val
1280.30257	val
1280.30415	val
1280.29947	val
1280.29724	val
1280.29891	val
1280.30409	val
1280.29857	val
1280.29750	val
1280.30099	val
1280.30269	val
1280.29686	val
1280.29756	val
1280.30117	val
1280.30431	val
1280.30157	val
1280.30119	val
1280.30022	val
1280.30109	val
1280.30090	val
1280.30224	val
1280.29766	val
1280.30282	val
1280.29718	val
1280.29953	val
1280.30334	val
1280.30384	val
1280.30393	val
1280.29926	val
1280.30297	val
1280.30201	val
1280.29695	val
1280.29918	val
1280.29928	val
1280.24835	val
1280.25129	val
1280.29762	val
1280.30156	val
1280.8259	val
1280.25043	val
1280.9817	val
1280.7456	val
1280.8492	val
1280.9869	val
1280.29884	val
1280.30178	val
1280.30087	val
1280.30189	val
1280.29765	val
1280.30243	val
1280.30248	val
1280.30028	val
1280.30365	val
1280.30116	val
1280.30326	val
1280.29852	val
1280.30418	val
1280.30233	val
1280.29705	val
1280.30047	val
1280.30161	val
1280.30228	val
1280.30445	val
1280.29901	val
1280.30456	val
1280.24914	val
1280.30037	val
1280.30108	val
1280.30197	val
1280.29751	val
1280.30042	val
1280.30150	val
1280.30171	val
1280.30025	val
1280.30364	val
1280.30367	val
1280.30477	val
1280.30053	val
1280.30140	val
1280.29925	val
1280.30007	val
1280.30378	val
1280.30057	val
1280.9744	val
1280.8739	val
1280.24905	val
1280.24906	val
1280.24972	val
1280.29919	val
1280.29759	val
1280.30063	val
1280.30368	val
1280.24829	val
1280.25065	val
1280.24904	val
1280.25063	val
1280.24837	clade_4
1280.24871	clade_4
1280.29886	clade_4
1280.25081	clade_4
1280.24916	clade_4
1280.29740	clade_4
1280.25075	clade_4
1280.29893	clade_4
1280.30014	clade_4
1280.29877	clade_4
1280.29964	clade_4
1280.29894	clade_4
1280.29997	clade_4
1280.30398	clade_4
1280.8575	clade_4
1280.24791	clade_4
1280.24980	clade_4
1280.25125	clade_4
1280.24780	clade_4
1280.24855	clade_4
1280.29858	clade_4
1280.8462	clade_4
1280.24932	clade_4
1280.24969	clade_4
1280.24994	clade_4
1280.29871	clade_4
1280.24883	clade_4
1280.25056	clade_4
1280.24882	clade_4
1280.30106	clade_4
1280.24823	clade_4
1280.24764	clade_4
1280.24824	clade_4
1280.30404	clade_4
1280.30045	clade_4
1280.30479	clade_4
1280.25002	clade_4
1280.29887	clade_4
1280.30036	clade_4
1280.30041	clade_4
1280.30149	clade_4
1280.30234	clade_4
1280.30302	clade_4
1280.24821	clade_4
1280.30085	clade_4
1280.25068	clade_4
1280.24982	clade_4
1280.24870	clade_4
1280.30374	clade_4
1280.24774	clade_4
1280.24860	clade_4
1280.8158	clade_4
1280.9964	clade_4
1280.24875	clade_4
1280.24885	clade_4
1280.25077	clade_4
1280.25079	clade_4
1280.24912	clade_4
1280.25045	clade_4
1280.24878	clade_4
1280.24964	clade_4
1280.25110	clade_4
