1328432.3	val
562.57227	val
562.23221	val
ERR434921	val
562.57220	val
562.65247	val
562.65838	val
562.22643	val
ERR435296	val
562.58683	val
562.56831	val
562.52546	val
562.52552	val
562.45597	val
562.45659	val
562.58679	val
562.65853	val
562.65846	val
562.65852	val
562.5452	val
562.57266	val
1416671.3	val
1416673.3	val
1416674.4	val
562.57167	val
562.7701	val
562.7699	val
562.7746	val
562.7567	val
562.7790	val
562.58661	val
562.45598	val
562.45608	val
562.45626	val
562.45630	val
562.58704	val
562.29001	val
562.28998	val
562.28112	val
562.29002	val
562.28999	val
562.29000	val
562.58687	val
562.65702	val
562.45585	val
562.58713	val
562.58765	val
562.56819	val
562.45622	val
562.45674	val
562.58751	val
562.56896	val
562.65876	val
562.23330	val
ERR435537	val
562.56801	val
562.56850	val
562.56802	val
562.56796	val
562.56788	val
562.56791	val
562.56795	val
562.57146	val
562.65860	val
562.57113	val
562.7687	val
562.57164	val
562.5454	val
562.57158	val
562.19185	val
562.19184	val
562.19189	val
562.57108	val
562.65821	val
562.52563	val
562.5423	val
562.5425	val
562.26304	val
562.5689	val
562.26305	val
562.5438	val
562.52619	val
562.28810	val
562.28811	val
562.28982	val
562.28114	val
562.28981	val
562.7761	val
562.65672	val
562.65715	val
562.45846	val
562.45653	val
562.31464	val
562.64835	val
562.65174	val
562.57147	val
562.57314	val
562.64826	val
562.65419	val
562.5461	val
562.5426	val
562.26272	val
562.5706	val
562.57319	val
562.23366	val
ERR435426	val
562.23719	val
ERR434437	val
562.45652	val
562.56914	val
562.57134	val
562.65399	val
562.57305	val
562.22453	val
ERR434646	val
562.65240	val
562.65553	val
562.57115	val
562.57135	val
562.65459	val
562.65491	val
562.57308	val
562.65456	val
562.57326	val
562.58733	val
562.22936	val
ERR434802	val
562.22459	val
ERR434262	val
562.45647	val
562.65831	val
562.65878	val
562.52545	val
562.52595	val
562.52610	val
562.37109	val
562.37111	val
562.52594	val
562.57439	val
ERR1218696	val
562.58739	val
562.57510	val
ERR1218559	val
562.52551	val
562.52600	val
1328450.3	val
562.52592	val
ERR1218645	val
562.57393	val
ERR1218644	val
562.26314	val
562.5671	val
562.52596	val
562.52617	val
562.52557	val
562.52590	val
562.57388	val
ERR1218552	val
562.52598	val
562.52542	val
562.52558	val
562.58738	val
ERR1218642	val
562.57383	val
ERR1218547	val
562.57423	val
ERR1218658	val
562.13671	val
562.52581	val
ERR1218537	val
562.52576	val
562.58666	val
562.57417	val
ERR1218655	val
562.56841	val
562.52547	val
562.52571	val
562.52583	val
562.52577	val
562.52566	val
562.52578	val
562.52580	val
562.52579	val
562.52612	val
562.52541	val
562.52625	val
562.7712	val
562.7662	val
562.7572	val
562.7775	val
562.7663	val
562.7778	val
562.7577	val
562.7634	val
562.7637	val
562.7769	val
562.57163	val
562.42697	val
562.58762	val
562.5437	val
562.26306	val
562.5436	val
562.7578	val
562.7740	val
562.7665	val
562.7720	val
562.65827	val
562.52550	val
562.52553	val
ERR1218669	val
562.57433	val
ERR1218668	val
562.52565	val
562.58773	val
562.52574	val
562.52543	val
562.65868	val
562.58786	val
562.57385	val
ERR1218652	val
562.57389	val
ERR1218648	val
562.64911	val
562.5690	val
562.65844	val
562.65847	val
562.45631	val
562.45662	val
562.65849	val
562.57419	val
ERR1218661	val
562.52584	val
562.65380	val
562.52608	val
562.52611	val
562.52627	val
562.52613	val
562.45594	val
562.42763	val
562.45624	val
562.58755	val
562.52624	val
562.58777	val
562.57239	val
562.45639	val
562.57093	val
562.57102	val
562.57318	val
562.7695	val
562.7702	val
562.7718	val
562.7781	val
562.22628	val
ERR435293	val
562.23044	val
ERR434297	val
562.52622	val
562.58771	val
562.28113	val
562.28997	val
562.52591	val
562.64936	val
562.31458	val
562.56873	val
562.42824	val
562.42658	val
562.22677	val
ERR434274	val
562.57216	val
562.57209	val
562.22720	val
ERR434958	val
562.57145	val
562.65754	val
562.65424	val
562.57313	val
562.23583	val
ERR434424	val
562.16325	val
562.65049	val
562.21899	val
562.23592	val
ERR435004	val
562.64898	val
562.19196	val
562.22707	val
ERR434870	val
562.23400	val
